play_id,title,speaker,length,description,play_link
21036,Talking to Strangers,Jessica Pan,10:44,Jessica Pan attempts to cure her social anxiety.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21036
21041,What a Nice Bloke,Nick Revell,10:38,Nick Revell takes a nerve wracking drive down a British motorway.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21041
21043,Mamma's Got Your Back,Katie Houghton-Ward,06:16,"Single mom, Katie Houghton-Ward, fears for her family's safety.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=21043
20980,Stadium Grief,Adam Ellick,06:31,"After his Father's death, he struggled with how to use their Eagle's season tickets.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20980
20971,Learned From the Best,Majdy Fares,05:58,"After a fight with his father, Majdy takes a road trip to try to make it up to him.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20971
20805,Freedom,Warren Miller,17:21,Legendary filmmaker Warren Miller tells about getting his start and filming the greatest skier he's ever met.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20805
20723,It's Your Job to Hold Your Baby,Warren Holleman,16:17,Warren Holleman must unlearn his family's lessons when he has a baby.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20723
20721,Banned Barbies,Caitlin Mcnaughton,04:14,Caitlin McNaughton's feminst parents don't want to get her a Barbie.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20721
20719,"Go, Venae, Go!",Neshaune Lasley,05:50,NeShaune Lasley receives unwanted encouragement from her father.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20719
20718,Just Put Your Pants On!,Rebecca Barry,10:54,Rebecca Barry frets over her mother's health.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20718
20666,Varsity Choir,Gabe Mollica,04:53,Gabe Mollica wants to be a football player.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20666
20662,Hermit No More,Joanna Courteau​,06:25,Joanna Courteau was an outsider by choice until a near-death experience cracks open her bashful shell.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20662
20437,Sister Rivalry,Michelle Robertson,06:29,Michelle  and her sister are super competitive.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20437
20431,Shoeless and The City,Isabelle Raphael,05:27,Isabelle finds herself in a pinch when she drops her keys down the elevator shaft.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20431
20365,The Muck and the Mire,Christal Brown,10:09,Christal Brown finds a connection to her father through dance.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20365
20363,Same Taste in Women,Catherine Smyka,05:52,Catherine Smyka and her male friend have the same taste in women.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20363
20361,Persistence,Gabrielle Shelton,06:09,Gabrielle Shelton tries to find work as a welder.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20361
20356,Between a Rock and a Hard Place,"Wanjiru ""ciru"" Kibera",05:30,Wanjiru Kibera goes off the path in the Kenyan wilderness.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20356
20353,Beauty In Brawn,Sandra Kimokoti,07:32,Sandra Kimokoti feels conflicted over her physical strength.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20353
20336,A Reason To Cry,Ali Muldrow,04:23,Ali Muldrow wants to parent her kids differently from the way she grew up.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20336
20332,Partners in Crime,Michelle Cloud,05:50,"When her daughter throws a secret party, Michelle finds herself dealing with the consequences.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20332
20263,Sisters Forever,Henny Lewin,12:55,"Henny Lewin, a young Jewish girl, is smuggled out of a Lithuanian ghetto during WWII.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20263
20262,To Bravely Do or Bravely Die,Sivad Johnson,14:26,Sivad Johnson takes us behind the scenes of the Detroit Fire Department.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20262
20261,A Violin’s Life,Frank Almond,14:44,Musician Frank Almond makes a historic discovery.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20261
20204,"100 People Who Love You, No Matter What",Zahra Noorbakhsh,13:36,Zahra Noorbakhsh had not met her extended family back in Iran.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20204
20196,This Keeps Me Up at Night,Zeeshan Nayeemuddin,05:08,Mohammed Zeeshan Nayeemuddin is an ER doctor with a critically ill patient.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20196
20192,Truth-ache,​Anagha Mahajan,06:24,Anagha Mahajan has a biking accident and ends up in the ER.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20192
20189,Movie Night,Nestor Gomez,11:05,Nestor Gomez tries to learn English by watching television.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20189
20054,Runaway,Brian Belovitch,09:27,Brian Belovitch is welcomed by the Rhode Island drag community.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20054
20051,A Rooster's Tale,Lincoln Bonner,08:13,Lincoln Bonner has an unlikely childhood companion.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20051
20049,Pas de Une,Val Rigodon,06:41,Val Rigodon attempts to become a ballerina.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20049
20020,Bloody Sunday,Paul Doran,10:09,Paul Doran gets to know his Father's role in history after he passes.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20020
20019,Luck of the Irish,Claire Nevin,07:33,Claire Nevin uses a little bit of Irish luck when she runs into trouble abroad.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20019
20017,One Small Sheep for Mankind,Michael Devlin,05:01,Michael Devlin must rise to the occasion to save an unexpected damsel in distress.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=20017
19949,The Magical Fuzzy Worm,Sofija Stefanovic,12:44,Sofija Stefonovic gets her first taste of capitalism.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19949
19946,A Monkey Meets a Seal Meets a Monkey,Matthew Mcarthur,05:01,Matt McArthur witnesses rare beauty during an Arctic dive.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19946
19943,The Backyard on 36th Street,Edgar Oliver,09:15,Edgar Oliver propagates monsters in his backyard.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19943
19940,Do Over,Chenjerai Kumanyika,13:29,Chenjerai Kumanyika seeks protection through tradition and faith.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19940
19889,Jump from a Plane,Ana Del Castillo,15:34,Ana Del Castillo finds her light again after a harrowing family trauma.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19889
19854,Rainbow Baby,Carmen Putnam,05:17,Carmen Putnam experiences the hope of a new pregnancy while mourning her stillborn child.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19854
19849,Things I Knew for Sure,Qing Zhao,05:13,Qing Zhao must choose between love and her career.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19849
19845,A Treasured Experience,Bob Baril,13:20,Bob Baril gets a once in a lifetime experience with his son.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19845
19842,The Beginning Of The Rest Of Life,Jahvannia Darlin,06:45,Jahvannia Darling keeps a secret from her mother.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19842
19837,Becoming a Man,Marjace Miles,05:50,Marjace Miles searches for meaning amidst an unexpected pregnancy.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19837
19834,Escapades on the Wisconsin,Kay Elmsley Weden,05:33,Kay Elmsley Weeden and her siblings have adventures on the Wisconsin River.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19834
19728,The Phone Call,Kendi Nderitu,06:36,Kendi Nderitu looks to escape the village life.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19728
19724,Hear Me Roar,Alexandra Rochester,05:23,Alexandra Rochester teams up with Taylor Swift and Katy Perry while giving skiing lessons.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19724
19631,Victory in Harlem,Maxie Jones,13:36,Maxie Jones witnesses a historic night in Harlem.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19631
19633,Check Yourself,Emily Richmond,05:08,Emily Richmond wrestles with a grade school survey.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19633
19585,The Perfect Woman,Sherry Weaver,21:37,"Sherry comes in conflict with her new boyfriend, a self-described feminist, when she refuses to get a job.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19585
19570,A Moment of Silence,Leland Melvin,12:22,Leland Melvin suffers a devastating injury that cuts short his dream of flying in space.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19570
19562,Bearing Witness,D. Parvaz,15:06,"D. Parvaz, a journalist covering the uprising in Syria, is arrested and imprisoned.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19562
19560,Inner Malcolm/Inner Martin,Dawn Ross,06:34,Dawn Ross tries to adjust to life in rural Arkansas.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19560
19557,Pete the Leper Pig,Alice Shaffer,06:01,"Alice Schaffer, a preacher's daughter, grows up in fear of the lessons learned in Sunday school.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19557
19507,"Dear Obama, Comma",Jin Au-yeung,12:40,Jin Au-Yeung's lyricism connects him to Barack Obama.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19507
19505,Bob Dylan & Dad,Dawn Smith,05:53,Dawn Smith grows up in a cult that forbids music.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19505
19503,Motown Velvelettes,Caldin Street,07:12,Cal Street describes her time as part of The Velvelettes.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19503
19491,Spicy,David Montgomery,13:08,David Montgomery gets immersed in Spice World.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19491
19433,Hitting Bottom,Amanda Egge,05:39,Amanda Egge gets creative in rehab.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19433
19431,The Book Cheat,Lawrence Wood,05:12,Lawrence Wood is too honest with his book club.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19431
19330,The Magnificat,Anna Schuleit,11:55,Anna Schuleit builds an unconventional instrument.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19330
19328,Critical Crash,T. Dixon,10:58,T Dixon discovers the power of her own voice.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19328
19326,"My Step, My Freedom",Faith Ekienabor,07:30,Faith Ekienabor finds a brand new way to her college class.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19326
19324,The Birthday Party,Stanley Alpert,13:14,Stanley Alpert relies on his hearing when he is kidnapped.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19324
19275,Orange Ya Glad I Was Around?,Brad Lawrence,04:35,Brad Lawrence and his sister work their mom's last nerve with their brawling.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19275
19271,Seeing Color,Ed Mabaya,13:51,Ed Mabaya finds himself in danger while visiting his girlfriend.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19271
19267,An Unexpected Alliance,Maria Hodermarska,09:01,Maria Hodermarska fights for services for her son.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19267
19262,Take it Back,Hillary Orsini,05:41,Hillary Boone and her mother scheme to save Vermont from hate.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19262
19241,Bye-Bye New York,Emad Kiyaei,09:32,Emad Kiyaei tells us about his complicated relationship with America.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19241
19135,The Alpha Wolf,Elizabeth Gilbert,16:43,Writer Elizabeth Gilbert shares her struggle in dealing with her partner’s terminal illness and what it taught her about living.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19135
19123,Seven Shades of Blue,Beth Nielsen Chapman,14:37,Beth Nielsen Chapman finds magic in the writing of a song.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19123
19121,True Justice,Sheila Calloway,14:56,Sheila Calloway searches for fairness and empathy in the justice system.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19121
19116,Living Up to a Motto,Rob Simpson,14:34,Rob Simpson takes us behind the scenes of life as a Coast Guard Rescue Swimmer.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19116
19036,Sing We Joyous All Together,Kate Tellers,06:30,Kate Tellers introduces her new boyfriend to her Christmas tradition.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19036
19037,Lone Start Christmas,Renata Sancken,05:57,Renata Sancken is nervous about her flight home for the holidays.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19037
19042,The Dog Days Are Over,Isabel DeBre,06:16,Isabel DeBre's family gets an unconventional pet.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19042
19041,Enough,Zanele Chisholm,07:06,Zanele Chisholm learns who she is when others learn her name.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=19041
18949,The Care Package,Leonard Lee Smith,12:32,Leonard Lee Smith struggles to survive his first California Christmas.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18949
18947,The Thawing,Nisha Coleman,05:14,Nisha Coleman responds to a threat.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18947
18944,Knock,Kwong Yue Yang,06:48,Kwong Yue Yang tries to muster the courage to meet his idol.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18944
18940,He Was Dating My Hair,Aleathia Brown,05:44,Aleathia Brown makes a bold aesthetic change.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18940
18938,Double Exposure,A. J. Jacobs,13:30,AJ Jacobs gets an unwanted modeling gig.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18938
18628,Bitten Fruit,Shakirah Namwanje,07:33,"Traumatized after learning of her HIV status, Shakirah comes to recognize the support system that had grown around her.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18628
18626,Full Disclosure,Jamie Brickhouse,05:25,Jamie experiences prejudice from his dental hygienist when she learns he has HIV.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18626
18599,What I Wore to My Divorce,Faith Salie,14:12,Faith Salie has a fashion crisis on a momentous day.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18599
18597,Who Would Have Thought,"Sherman ""O.T."" Powell",12:40,"Sherman ""OT"" Powell attempts to reconnect with his family after 34 years.",https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18597
18595,"Life Plan, Rebooted",Navrioska Mateo,07:52,Navrioska Mateo puts her dream job in peril.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18595
18592,The Wallet,Joshua Blau,05:44,Joshua Blau loses his wallet on the FDR drive.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18592
18580,Dinner with Wonder Woman,Adam Linn,14:38,Adam Linn discovers the true meaning of Thanksgiving.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18580
18537,Way Down Upon the English Channel,Jerry Neal,13:51,Jerry Neal describes a bird’s eye view of the English Channel on D Day.,https://player.themoth.org/#/?actionType=ADD_AND_PLAY&storyId=18537
